,month,lat,lon,surface_pressure,surface_net_solar_radiation_sum,total_precipitation_sum,temperature_C,aerosol,cloud_cover,humidity,wind_speed,wind_dir,elevation
28,2025-01,7.500932622398004,-78.01868242578044,96211.8218613491,14028738.70967742,0.0048527148441645,23.88919685527844,0.17411794,0.16280241,87.51281172242417,0.5694828529966541,3.1844356305161465,316
29,2025-01,7.500932622398004,-77.92885089736849,95305.5449796287,14149094.58064516,0.0052644377734115,23.438150988342898,0.17411794,0.16280241,87.51576411217245,0.5214570023084042,-43.79658537360835,681
30,2025-01,7.500932622398004,-77.83901936895654,97730.66191511256,13986887.032258064,0.0046503094875728,24.38650605806748,0.17411794,0.13079637,88.3200984402077,0.4813942047192097,-72.36708966321305,560
31,2025-01,7.500932622398004,-77.74918784054458,97825.98180758567,13815676.774193548,0.0039016501536977,24.36823488871255,0.17821357,0.13079637,88.70699719126874,0.444762362220974,-53.35002678111335,316
32,2025-01,7.590764150809957,-80.89329133496291,98660.7264312416,15499210.258064516,0.0027350896768716,25.26817398481484,0.14413847,0.06804436,81.92885995964268,1.983722563175605,-108.0053204712708,542
33,2025-01,7.590764150809957,-80.80345980655096,96222.98449575772,15561114.64516129,0.0032315194586315,23.867295078564723,0.14413847,0.07610887,83.23314065723801,1.846438379419172,-126.20398544608511,553
34,2025-01,7.590764150809957,-80.713628278139,96620.9146032846,15423132.64516129,0.0035314168640406,23.85652663938464,0.14413847,0.07610887,84.28729882311298,1.7645997105657678,-141.85823271390484,489
35,2025-01,7.590764150809957,-80.62379674972705,98667.42670005884,15324383.935483873,0.0032732878941405,24.79192650497612,0.14413847,0.06804436,84.45139951325245,1.9973039242198285,-145.70786598714028,215
36,2025-01,7.590764150809957,-80.5339652213151,98213.34605489753,15320293.935483873,0.0029924360954677,24.67924904361854,0.153432,0.06804436,83.61259847005283,2.2166501955842928,-122.44439287385588,454
37,2025-01,7.590764150809957,-80.44413369290315,97187.3272376932,15292057.161290323,0.0027425075710504,24.36409237359157,0.153432,0.06804436,82.66637182301838,2.5541560927071645,-85.20235705882752,381
38,2025-01,7.590764150809957,-80.3543021644912,97187.3272376932,15292057.161290323,0.0027425075710504,24.36409237359157,0.153432,0.04964718,82.66637182301838,2.5541560927071645,-85.20235705882752,307
39,2025-01,7.590764150809957,-80.26447063607924,97980.76272156416,15153818.451612905,0.002526153766216,24.91277611435106,0.153432,0.04964718,82.21576659932143,3.0540143954478824,-29.889030442097727,179
40,2025-01,7.590764150809957,-80.17463910766729,99586.84874306955,14957054.774193548,0.0024175790989314,25.771733712637342,0.16989699,0.04964718,81.82891444008258,3.615093465810983,15.588108202928575,102
41,2025-01,7.590764150809957,-80.08480757925534,100442.86083984376,15204746.322580645,0.0028346996133089,26.26208622019783,0.16989699,0.03326613,81.90943598527109,4.368864636954771,4.706872346244874,40
42,2025-01,7.590764150809957,-78.10851395419239,97018.44954952116,14058131.806451611,0.0044610161914664,24.287190701884697,0.17411794,0.16280241,87.44875973583994,0.587021385860509,-16.327530342246593,232
43,2025-01,7.590764150809957,-78.01868242578044,95060.4764312416,14020041.677419355,0.0045178184565721,23.415165017240952,0.17411794,0.16280241,86.84071062174272,0.5402885331575525,-37.03293173107422,843
44,2025-01,7.590764150809957,-77.92885089736849,95727.45089360717,14081168.967741936,0.0049745390471635,23.57091098498273,0.17411794,0.16280241,87.54472472280355,0.5839270440107959,-106.1273906346162,876
45,2025-01,7.590764150809957,-77.83901936895654,97464.43342048892,13835271.35483871,0.0042600850884676,24.248440596877856,0.17411794,0.13079637,88.02491195613328,0.5586567817435355,-106.767548276417,475
46,2025-01,7.590764150809957,-77.74918784054458,95748.69820543514,13737233.41935484,0.0040243890957209,23.40539676707283,0.17821357,0.13079637,88.64890729095197,0.4962683434238351,5.677488912026039,393
47,2025-01,7.590764150809957,-77.56952478372068,93861.76272156418,13811887.935483873,0.0038303072393625,22.555285984982845,0.17821357,0.10282258,88.52860275829018,0.4524534858898819,75.72528564633859,672
48,2025-01,7.680595679221908,-81.43228050543462,100139.0879903814,16992006.451612905,0.0021936247405229,26.220965588477384,0.122234814,0.039818548,82.1556355300078,1.4389770445240269,-13.289730639687424,163
49,2025-01,7.680595679221908,-81.34244897702267,100250.46164629534,16050946.0,0.0017856107583653,26.24970067752304,0.13124979,0.04511089,81.80726263635843,1.6072259522364976,-58.17101988119621,81
50,2025-01,7.680595679221908,-81.25261744861072,100250.46164629534,16050946.0,0.0017856107583653,26.24970067752304,0.13124979,0.04511089,81.80726263635843,1.6072259522364976,-58.17101988119621,68
51,2025-01,7.680595679221908,-80.98312286337486,100243.60411941363,16152835.741935484,0.0023259686826421,26.170822254303918,0.14413847,0.07106855,81.57283254059068,2.007589753764889,-135.8866246971343,34
52,2025-01,7.680595679221908,-80.89329133496291,97597.10949575774,15486150.967741936,0.0027251260875417,24.72406591189809,0.14413847,0.07106855,82.07045546076614,2.0292359634580657,-134.522599814996,533
53,2025-01,7.680595679221908,-80.80345980655096,95469.65385059646,15517292.387096774,0.0031700689925986,23.48411242987521,0.14413847,0.077872984,83.19411850398265,2.005642191777003,-146.70532214913882,524
54,2025-01,7.680595679221908,-80.713628278139,96648.09067855345,15555066.774193548,0.0034355278917582,23.82728226774481,0.14413847,0.077872984,84.3441315997888,2.004690672569278,-147.29462172648277,347
55,2025-01,7.680595679221908,-80.62379674972705,98867.440140919,15469040.774193548,0.0032252893312046,24.861330696844448,0.14413847,0.06829637,84.25904462879222,2.127515550127466,-146.74081902283515,206
56,2025-01,7.680595679221908,-80.5339652213151,98370.91863554264,15445039.612903226,0.0029694676378765,24.71047804227436,0.153432,0.06829637,83.8030403685155,2.327849109755657,-125.29776923775935,230
57,2025-01,7.680595679221908,-80.44413369290315,97884.82858177923,15489049.35483871,0.0027192814675754,24.63211415198549,0.153432,0.06829637,82.93992714984661,2.67808253060727,-75.57954843385771,255
58,2025-01,7.680595679221908,-80.3543021644912,97884.82858177923,15489049.35483871,0.0027192814675754,24.63211415198549,0.153432,0.05141129,82.93992714984661,2.67808253060727,-75.57954843385771,180
59,2025-01,7.680595679221908,-80.26447063607924,99005.6202484459,15282013.225806452,0.0024782176920206,25.33186581109152,0.153432,0.05141129,82.51005977447845,3.1690954147532,14.724683733549194,69
60,2025-01,7.680595679221908,-80.17463910766729,100480.6000871556,15199490.322580645,0.0022372846621382,26.178734510688457,0.16989699,0.05141129,82.0368172926744,3.6696958433942974,59.19783036234868,16
61,2025-01,7.680595679221908,-78.19834548260434,95569.0691731771,14514845.612903226,0.0052624482280508,23.81811518105127,0.17411794,0.12852822,86.98959491670435,0.7326746126092749,-79.6705262700544,729
62,2025-01,7.680595679221908,-78.10851395419239,94089.30035597277,14166354.70967742,0.005069088837669,23.053968150641367,0.17411794,0.20766129,87.12585633214297,0.6288072879870328,-78.56284706238323,573
63,2025-01,7.680595679221908,-78.01868242578044,95279.34202263942,13996631.41935484,0.0046959147317479,23.418073703396654,0.17411794,0.20766129,87.47918687742226,0.6270252550973889,-101.57481470467972,380
64,2025-01,7.680595679221908,-77.92885089736849,96672.6310011341,13822183.35483871,0.0046047638480425,23.8932894922072,0.17411794,0.20766129,87.72279403704371,0.6913276613729943,-137.58207553583412,439
65,2025-01,7.680595679221908,-77.83901936895654,95713.70895812334,13666063.677419355,0.0044043739936728,23.40858372103787,0.17411794,0.21875,88.12974546255143,0.6088803903691459,-86.5327481195736,208
66,2025-01,7.680595679221908,-77.74918784054458,93409.36890435986,13630851.35483871,0.0043693447284844,22.33814521297336,0.17821357,0.21875,88.55485545823582,0.5456523304267498,91.03482998390224,1122
67,2025-01,7.680595679221908,-77.65935631213263,93409.36890435986,13630851.35483871,0.0043693447284844,22.33814521297336,0.17821357,0.21875,88.55485545823582,0.5456523304267498,91.03482998390224,707
68,2025-01,7.680595679221908,-77.56952478372068,94025.66057102654,13696532.967741936,0.0041455634158188,22.61936633612521,0.17821357,0.17389113,88.65042141143662,0.515964877404902,128.79137098426222,377
69,2025-01,7.680595679221908,-77.47969325530873,97072.35680758566,13675839.935483873,0.0035036545586886,24.12338809351769,0.17821357,0.17389113,88.08828760952288,0.4771286985707361,115.92447405723507,294
70,2025-01,7.770427207633861,-81.52211203384657,99615.66325919855,16144886.774193548,0.0031565132620557,25.83855998951907,0.122234814,0.039818548,84.10971663309842,1.011460211958738,50.25062226887594,148
71,2025-01,7.770427207633861,-81.43228050543462,99300.22239898352,15618410.64516129,0.0026143825802795,25.716479176347093,0.122234814,0.039818548,83.31058785108463,1.075703164707546,-29.154631324287163,262
72,2025-01,7.770427207633861,-81.34244897702267,100025.75868930612,15580298.774193548,0.0019769459942379,26.057609258672187,0.13124979,0.04511089,82.05410215352543,1.3064815158716003,-86.17700447272142,129
73,2025-01,7.770427207633861,-81.25261744861072,100025.75868930612,15580298.774193548,0.0019769459942379,26.057609258672187,0.13124979,0.04511089,82.05410215352543,1.3064815158716003,-86.17700447272142,24
74,2025-01,7.770427207633861,-80.98312286337486,100439.1995495212,15695701.935483873,0.0020644638787077,26.21698583377304,0.14413847,0.07106855,80.73857417772354,1.7803493538577229,-132.21593573728967,95
75,2025-01,7.770427207633861,-80.89329133496291,98322.65385059644,15481195.548387095,0.0024696192413291,24.97978352782553,0.14413847,0.07106855,81.69800953544208,1.7950901544789195,-139.99026850567276,394
76,2025-01,7.770427207633861,-80.80345980655096,96938.19954952116,15556724.193548389,0.0028509466858364,24.100409997919485,0.14413847,0.077872984,83.0484357704194,1.7750636975371816,-139.80798100422746,411
77,2025-01,7.770427207633861,-80.713628278139,98507.89847425236,15615629.032258064,0.0029513415769908,24.71596201824883,0.14413847,0.077872984,83.76310587253721,1.8260155509578408,-140.46887920398063,295
78,2025-01,7.770427207633861,-80.62379674972705,100222.563796833,15477283.548387095,0.0028006648804595,25.559131856118483,0.14413847,0.06829637,83.41999784297711,2.1334376574547926,-145.47056493290546,200
79,2025-01,7.770427207633861,-80.5339652213151,100161.03288285452,15354566.967741936,0.0025734298631753,25.58826334553379,0.153432,0.06829637,83.08536756681325,2.3897365649401903,-123.5916333122196,143
80,2025-01,7.770427207633861,-80.44413369290315,100121.6525065104,15425910.903225806,0.0023232470576525,25.71515609166954,0.153432,0.06829637,82.40143929789788,2.732586445436735,-85.5565452293887,117
81,2025-01,7.770427207633861,-80.3543021644912,100121.6525065104,15425910.903225806,0.0023232470576525,25.71515609166954,0.153432,0.05141129,82.40143929789788,2.732586445436735,-85.5565452293887,71
82,2025-01,7.770427207633861,-80.26447063607924,100899.563796833,15329743.870967742,0.002082307778896,26.34779533058088,0.153432,0.05141129,81.23139822641464,3.220767423589588,-18.799169069687373,43
83,2025-01,7.770427207633861,-78.2881770110163,96974.65788285447,15266859.677419355,0.0047275917163503,24.483613647953177,0.17615356,0.12852822,86.50449576745365,1.1857857772123597,-103.75846972713556,488
84,2025-01,7.770427207633861,-78.19834548260434,95631.24256027384,14449191.870967742,0.005109820921451,23.775666214317425,0.17411794,0.12852822,87.32132346397505,0.776647187198466,-96.1042484070884,533
85,2025-01,7.770427207633861,-78.10851395419239,95767.063796833,14077607.35483871,0.0048933993403673,23.70246602950561,0.17411794,0.20766129,87.44830160138416,0.6937097088020043,-93.24267402500656,239
86,2025-01,7.770427207633861,-78.01868242578044,97650.08799038138,13844182.70967742,0.0045203338687181,24.42117927715344,0.17411794,0.20766129,87.3144116945378,0.7137548616276,-116.09042422870304,347
87,2025-01,7.770427207633861,-77.92885089736849,98328.01809790824,13637555.225806452,0.0042173028933148,24.636897208101004,0.17411794,0.20766129,87.24853199097107,0.5692516831436467,-122.66914964334346,446
88,2025-01,7.770427207633861,-77.83901936895654,95075.84336672549,13565146.451612905,0.0044968616557421,23.16589218877965,0.17411794,0.21875,87.8949511634347,0.5207872282708769,-20.37258443356792,175
89,2025-01,7.770427207633861,-77.74918784054458,92834.22239898356,13594774.516129032,0.0044752823709203,22.169530671642747,0.17821357,0.21875,87.64813848558978,0.4754732580413682,116.55793350477413,989
90,2025-01,7.770427207633861,-77.65935631213263,92834.22239898356,13594774.516129032,0.0044752823709203,22.169530671642747,0.17821357,0.21875,87.64813848558978,0.4754732580413682,116.55793350477413,664
91,2025-01,7.770427207633861,-77.56952478372068,95392.76944199429,13600052.258064516,0.0042371844071257,23.23421481142765,0.17821357,0.17389113,88.71180870589626,0.462325945514218,115.76894910548742,302
92,2025-01,7.770427207633861,-77.47969325530873,100512.53019468243,13612830.258064516,0.0036098349458471,25.72343587157553,0.17821357,0.17389113,87.62432449373402,0.4286685331746938,113.4854184794229,242
93,2025-01,7.770427207633861,-77.38986172689677,100945.55304414484,13552572.322580645,0.0030799890697687,26.0405194149223,0.18828978,0.17389113,87.04305598410305,0.4132432073086667,105.0943529322674,182
94,2025-01,7.860258736045813,-81.52211203384657,99203.2210548975,15549897.548387095,0.0035539902005188,25.56682884872606,0.11339236,0.039818548,85.26923183273945,0.5613090212711023,-17.195195538501952,237
95,2025-01,7.860258736045813,-81.43228050543462,99004.16997962871,15397922.903225806,0.0028680436052345,25.454287896105143,0.11339236,0.039818548,83.81365941305624,0.7420203772303,-63.50799222670922,270
96,2025-01,7.860258736045813,-81.34244897702267,100068.96567855342,15509011.161290323,0.0021207994009902,25.93333905537924,0.119830124,0.04511089,82.1216357750695,1.0024742939542717,-94.2015601012282,279
97,2025-01,7.860258736045813,-81.25261744861072,100068.96567855342,15509011.161290323,0.0021207994009902,25.93333905537924,0.119830124,0.04511089,82.1216357750695,1.0024742939542717,-94.2015601012282,106
98,2025-01,7.860258736045813,-81.16278592019876,100976.9132591986,16031858.193548389,0.0016887440776356,26.42421397137372,0.119830124,0.04511089,80.92906619727647,1.144826888468046,-94.83679006296347,8
99,2025-01,7.860258736045813,-80.98312286337486,100294.47105489753,15458237.225806452,0.0016941681003101,26.044273405177705,0.13359186,0.07106855,80.3067556454991,1.4133698024722807,-116.91838528866384,111
100,2025-01,7.860258736045813,-80.89329133496291,99094.4750871556,15472467.096774194,0.0020491762486881,25.25398757688464,0.13359186,0.07106855,81.49142898283662,1.4158637877178817,-116.11875522555604,327
101,2025-01,7.860258736045813,-80.80345980655096,98690.9522376932,15515144.70967742,0.0021806914939719,24.932667012368427,0.13359186,0.077872984,81.99692197195148,1.418673928635555,-122.26763755208044,226
102,2025-01,7.860258736045813,-80.713628278139,99827.18476457494,15550851.548387095,0.0021997279677383,25.389060346541896,0.13359186,0.077872984,82.2509846401454,1.50566440212756,-121.16211668751912,164
103,2025-01,7.860258736045813,-80.62379674972705,100581.85008715556,15444348.451612905,0.0021466115769563,25.853864719021654,0.13359186,0.06829637,81.92699824097078,1.9770424961086632,-141.6947306658774,105
104,2025-01,7.860258736045813,-80.5339652213151,100691.91057102651,15365886.322580645,0.0020079423322516,26.051781385688457,0.14758378,0.06829637,81.45886054670699,2.4155014786945377,-132.00079436996734,82
105,2025-01,7.860258736045813,-80.44413369290315,100851.69820543515,15454935.032258064,0.001767308767641,26.23714974926372,0.14758378,0.06829637,81.0287778430284,2.7639035070776057,-82.54022490989493,93
106,2025-01,7.860258736045813,-80.3543021644912,100851.69820543515,15454935.032258064,0.001767308767641,26.23714974926372,0.14758378,0.05141129,81.0287778430284,2.7639035070776057,-82.54022490989493,39
107,2025-01,7.860258736045813,-78.2881770110163,98732.20492586526,14664681.806451611,0.0039581366103226,25.28596737359163,0.1803225,0.12852822,85.69184895790521,1.3771018519343077,-96.9407064676131,591
108,2025-01,7.860258736045813,-78.19834548260434,98464.73046349964,14192852.516129032,0.0045082581599597,24.952295393584905,0.18603005,0.12852822,87.06990541879576,0.8400056135084107,-91.26863710738208,293
109,2025-01,7.860258736045813,-78.10851395419239,98611.40922694054,13985449.548387095,0.0043706368033647,24.88060205521117,0.18603005,0.20766129,87.28849068715596,0.7382186145479316,-104.92313261777409,127
110,2025-01,7.860258736045813,-78.01868242578044,99683.81648500504,13877789.41935484,0.0038632027544044,25.318939483806677,0.18603005,0.20766129,86.74512751603267,0.5404822467084306,-116.20816563986224,296
111,2025-01,7.860258736045813,-77.92885089736849,99403.56514091902,13535111.41935484,0.0035815453316619,25.084995011360437,0.18603005,0.20766129,86.76445777288903,0.3642228990034297,-78.55767261147979,185
112,2025-01,7.860258736045813,-77.83901936895654,96153.86890435986,13537901.35483871,0.0040566827961237,23.648988731958525,0.18603005,0.21875,87.42913521127579,0.3384249406812619,25.871303579899458,163
113,2025-01,7.860258736045813,-77.74918784054458,94092.22374306952,13608313.806451611,0.0044791816683269,22.70235314728103,0.18880676,0.21875,88.24802470939271,0.3888780216535126,82.70549008816806,906
114,2025-01,7.860258736045813,-77.65935631213263,94092.22374306952,13608313.806451611,0.0044791816683269,22.70235314728103,0.18880676,0.21875,88.24802470939271,0.3888780216535126,82.70549008816806,597
115,2025-01,7.860258736045813,-77.56952478372068,97449.95626995128,13418923.35483871,0.0042476608848102,24.16194918642753,0.18880676,0.17389113,88.48152020691917,0.4095690764785594,89.24891725491393,208
116,2025-01,7.860258736045813,-77.47969325530873,102157.8339581233,13484774.516129032,0.0037615643373143,26.45404638064804,0.18880676,0.17389113,87.6536600577034,0.3767338760392568,93.95004744266276,147
117,2025-01,7.860258736045813,-77.38986172689677,100522.1525065104,13502782.387096774,0.0035566676027075,25.79732122523808,0.18616419,0.17389113,87.67065444127886,0.3559984943959436,79.4219010358664,167
118,2025-01,7.950090264457765,-81.61194356225853,100136.21971081148,15875846.0,0.0038945466259518,25.97186602110509,0.11339236,0.059979837,86.11902652215666,0.4446783152500938,22.2847651647826,34
119,2025-01,7.950090264457765,-81.52211203384657,99222.95895812332,15161767.35483871,0.0036963155172248,25.4862886941562,0.11339236,0.059979837,85.559955374317,0.4019965987647696,-34.00584959234248,307
120,2025-01,7.950090264457765,-81.43228050543462,99383.13906565022,15160281.225806452,0.0029265869027868,25.4946971072946,0.11339236,0.059979837,83.94733540817724,0.5520808088046932,-87.70103786218861,313
121,2025-01,7.950090264457765,-81.34244897702267,100158.3379903814,15219398.451612905,0.0021603864987735,25.781499337637285,0.119830124,0.049899194,82.18617997191033,0.8253460091347166,-99.27757782949136,135
122,2025-01,7.950090264457765,-81.25261744861072,100158.3379903814,15219398.451612905,0.0021603864987735,25.781499337637285,0.119830124,0.049899194,82.18617997191033,0.8253460091347166,-99.27757782949136,26
123,2025-01,7.950090264457765,-81.16278592019876,100576.12831296204,15223243.41935484,0.001742402678412,25.9985771056144,0.119830124,0.049899194,81.07510381381638,0.9651586336487756,-108.87736211118045,23
124,2025-01,7.950090264457765,-81.07295439178681,100472.2640656502,15187579.29032258,0.0014598776235419,25.99307737863188,0.119830124,0.043094758,80.29510323102265,1.0469908049898566,-100.03554864436704,26
125,2025-01,7.950090264457765,-80.98312286337486,100261.5503559728,15236170.774193548,0.0013324130906897,25.920373350574152,0.13359186,0.043094758,79.87388041701443,1.1419940654981693,-101.0435146600216,78
126,2025-01,7.950090264457765,-80.89329133496291,99893.99793661792,15414045.935483873,0.0014554096785968,25.667196897281254,0.13359186,0.043094758,80.36690153532861,1.159552180739731,-106.9617669196645,176
127,2025-01,7.950090264457765,-80.80345980655096,99986.7640656502,15438520.70967742,0.0014879975567625,25.674423984814723,0.13359186,0.049143147,80.42504277787614,1.1965735734960634,-99.22478963100905,132
128,2025-01,7.950090264457765,-80.713628278139,100246.44014091905,15477386.0,0.0015057635863665,25.80605253404201,0.13359186,0.049143147,80.56820893235042,1.2812083686776132,-110.3888334945521,94
129,2025-01,7.950090264457765,-80.62379674972705,100473.02616242436,15348168.0,0.0014661654328831,25.96794664526493,0.13359186,0.05670363,80.49748680559352,1.6790989989026883,-136.40114355051145,78
130,2025-01,7.950090264457765,-80.5339652213151,100385.58664629536,15432469.935483873,0.0014256039914308,26.13309858998946,0.14758378,0.05670363,79.9219511417583,2.325914139088713,-131.58914730683142,42
131,2025-01,7.950090264457765,-80.44413369290315,101015.02481833837,16187325.612903226,0.0013588525574738,26.459745620399417,0.14758378,0.05670363,80.22074664046964,2.90223792172036,-93.16322417208,53
132,2025-01,7.950090264457765,-80.3543021644912,101015.02481833837,16187325.612903226,0.0013588525574738,26.459745620399417,0.14758378,0.054939516,80.22074664046964,2.90223792172036,-93.16322417208,15
133,2025-01,7.950090264457765,-78.37800853942825,99588.54766780075,15885377.35483871,0.0036566068067389,25.84567419482812,0.1803225,0.06779234,84.85523430939476,1.9772344365840944,-101.0401757801017,294
134,2025-01,7.950090264457765,-78.2881770110163,99794.78288285452,14551533.096774194,0.0038410625129661,25.74398043642765,0.1803225,0.08039314,85.6351066697918,1.391605900752415,-108.22230528125368,283
135,2025-01,7.950090264457765,-78.19834548260434,99976.57858177922,14024708.387096774,0.0040692266897532,25.59772445104454,0.18603005,0.08039314,86.76262514262963,0.8833746545148581,-98.97732255820011,73
136,2025-01,7.950090264457765,-78.10851395419239,99555.9213237147,14041755.29032258,0.0037828797273782,25.34118778269783,0.18603005,0.109122984,86.7394901307538,0.6325799084728744,-94.23499523819603,185
137,2025-01,7.950090264457765,-78.01868242578044,99519.76003339214,13799596.516129032,0.0032366416126213,25.28425838921663,0.18603005,0.109122984,86.15412505237953,0.4118509392535465,-87.29411639946959,159
138,2025-01,7.950090264457765,-77.92885089736849,99969.438796833,13429634.516129032,0.0029282303566617,25.34851462661584,0.18603005,0.109122984,86.28189110279081,0.2898508316025733,-31.01945105972621,80
139,2025-01,7.950090264457765,-77.83901936895654,98493.77347425236,13487705.29032258,0.0034298447811519,24.68513204513056,0.18603005,0.14440525,86.9371280334495,0.2840505286909737,39.07216388715852,94
140,2025-01,7.950090264457765,-77.74918784054458,96867.39981833838,13479529.806451611,0.0040928248415754,23.925421548658846,0.18880676,0.14440525,87.97637326188996,0.3633809252519117,67.42733289740399,853
141,2025-01,7.950090264457765,-77.65935631213263,96867.39981833838,13479529.806451611,0.0040928248415754,23.925421548658846,0.18880676,0.14440525,87.97637326188996,0.3633809252519117,67.42733289740399,293
142,2025-01,7.950090264457765,-77.56952478372068,99319.45895812332,13300788.451612905,0.0043690640098349,24.964946078228763,0.18880676,0.140625,88.55606117500909,0.4131448701368205,70.73678044675371,125
143,2025-01,7.950090264457765,-77.47969325530873,101401.89578608032,13413434.451612905,0.0042029434614327,26.014750765728763,0.18880676,0.140625,88.39054236892734,0.3520796172847418,81.44273634571711,117
